Date,Open,High,Low,Close,Adj Close,Volume
7/20/2023,353.570007,357.970001,345.369995,346.869995,344.798401,33778400
7/21/2023,349.149994,350.299988,339.829987,343.769989,341.716919,69368900
7/24/2023,345.850006,346.920013,342.309998,345.109985,343.04892,26678100
7/25/2023,347.109985,351.890015,345.070007,350.980011,348.88385,41637700
7/26/2023,341.440002,344.670013,333.109985,337.769989,335.752747,58383700
7/27/2023,340.480011,341.329987,329.049988,330.720001,328.744873,39635300
7/28/2023,333.670013,340.01001,333.170013,338.369995,336.349152,28484900
7/31/2023,336.920013,337.700012,333.359985,335.920013,333.913818,25446000
8/1/2023,335.190002,338.540009,333.700012,336.339996,334.331299,18311900
8/2/2023,333.630005,333.630005,326.359985,327.5,325.544098,27761300
8/3/2023,326,329.880005,325.950012,326.660004,324.709137,18253700
8/4/2023,331.880005,335.140015,327.23999,327.779999,325.822418,23727700
8/7/2023,328.369995,331.109985,327.519989,330.109985,328.138519,17741500
8/8/2023,326.959991,328.75,323,326.049988,324.102753,22327600
8/9/2023,326.470001,327.109985,321.049988,322.230011,320.305603,22373300
8/10/2023,326.019989,328.26001,321.179993,322.929993,321.001373,20113700
8/11/2023,320.26001,322.410004,319.209991,321.01001,319.092865,24342600
8/14/2023,321.390015,324.059998,320.079987,324.040009,322.104736,18836100
8/15/2023,323,325.089996,320.899994,321.859985,319.937775,16966300
8/16/2023,320.799988,324.420013,319.799988,320.399994,319.160797,20698900
8/17/2023,320.540009,321.869995,316.209991,316.880005,315.654449,21257200
8/18/2023,314.48999,318.380005,311.549988,316.480011,315.255981,24744800
8/21/2023,317.929993,322.769989,317.040009,321.880005,320.635101,24040000
8/22/2023,325.5,326.079987,321.459991,322.459991,321.21283,16102000
8/23/2023,323.820007,329.200012,323.459991,327,325.735291,21166400
8/24/2023,332.850006,332.980011,319.959991,319.970001,318.732483,23281400
8/25/2023,321.470001,325.359985,318.799988,322.980011,321.730835,21684100
8/28/2023,325.660004,326.149994,321.720001,323.700012,322.448059,14808500
8/29/2023,321.880005,328.980011,321.880005,328.410004,327.139832,19284600
8/30/2023,328.670013,329.809998,326.450012,328.790009,327.518372,15222100
8/31/2023,329.200012,330.910004,326.779999,327.76001,326.492371,26411000
9/1/2023,331.309998,331.98999,326.779999,328.660004,327.388855,14931200
9/5/2023,329,334.850006,328.660004,333.549988,332.259918,18553900
9/6/2023,333.380005,334.459991,330.179993,332.880005,331.59256,17535800
9/7/2023,331.290009,333.079987,329.029999,329.910004,328.634033,18381000
9/8/2023,330.089996,336.160004,329.459991,334.269989,332.977142,19530100
9/11/2023,337.23999,338.420013,335.429993,337.940002,336.632965,16583300
9/12/2023,335.820007,336.790009,331.480011,331.769989,330.486816,17565500
9/13/2023,331.309998,336.850006,331.170013,336.059998,334.760254,16544400
9/14/2023,339.149994,340.859985,336.570007,338.700012,337.390015,20267000
9/15/2023,336.920013,337.399994,329.649994,330.220001,328.94281,37666900
9/18/2023,327.799988,330.399994,326.359985,329.059998,327.787292,16834200
9/19/2023,326.170013,329.390015,324.51001,328.649994,327.378876,16505900
9/20/2023,329.51001,329.589996,320.51001,320.769989,319.529388,21436500
9/21/2023,319.26001,325.350006,315,319.529999,318.294189,35529500
9/22/2023,321.320007,321.450012,316.149994,317.01001,315.783936,21447900
9/25/2023,316.589996,317.670013,315,317.540009,316.31189,17836000
9/26/2023,315.130005,315.880005,310.019989,312.140015,310.93277,26297600
9/27/2023,312.299988,314.299988,309.690002,312.790009,311.580231,19410100
9/28/2023,310.98999,315.480011,309.450012,313.640015,312.426971,19683600
9/29/2023,317.75,319.470001,314.980011,315.75,314.528809,24140300
10/2/2023,316.279999,321.890015,315.179993,321.799988,320.555389,20570000
10/3/2023,320.829987,321.390015,311.209991,313.390015,312.177917,21033500
10/4/2023,314.029999,320.040009,314,318.959991,317.726379,20720100
10/5/2023,319.089996,319.980011,314.899994,319.359985,318.124817,16965600
10/6/2023,316.549988,329.190002,316.299988,327.26001,325.994293,25645500
10/9/2023,324.75,330.299988,323.179993,329.820007,328.544373,19891200
10/10/2023,330.959991,331.100006,327.670013,328.390015,327.119934,20557100
10/11/2023,331.209991,332.820007,329.140015,332.420013,331.134338,20063200
10/12/2023,330.570007,333.630005,328.720001,331.160004,329.879211,19313100
10/13/2023,332.380005,333.829987,326.359985,327.730011,326.462494,21072400
10/16/2023,331.049988,336.140015,330.600006,332.640015,331.353485,22158000
10/17/2023,329.589996,333.459991,327.410004,332.059998,330.775696,18338500
10/18/2023,332.48999,335.589996,328.299988,330.109985,328.833252,23153600
10/19/2023,332.149994,336.880005,330.910004,331.320007,330.038574,25052100
10/20/2023,331.720001,331.920013,325.450012,326.670013,325.406586,25012600
10/23/2023,325.470001,332.730011,324.390015,329.320007,328.046326,24374700
10/24/2023,331.299988,331.839996,327.600006,330.529999,329.251648,31153600
10/25/2023,345.019989,346.200012,337.619995,340.670013,339.352448,55053800
10/26/2023,340.540009,341.630005,326.940002,327.890015,326.621857,37828500
10/27/2023,330.429993,336.720001,328.399994,329.809998,328.534424,29856500
10/30/2023,333.410004,339.450012,331.829987,337.309998,336.005402,22828100
10/31/2023,338.850006,339,334.690002,338.109985,336.802307,20265300
11/1/2023,339.790009,347.420013,339.649994,346.070007,344.731537,28158800
11/2/2023,347.23999,348.829987,344.769989,348.320007,346.972839,24348100
11/3/2023,349.630005,354.390015,347.329987,352.799988,351.435486,23624000
11/6/2023,353.450012,357.540009,353.350006,356.529999,355.151062,23828300
11/7/2023,359.399994,362.459991,357.630005,360.529999,359.13562,25833900
11/8/2023,361.679993,363.869995,360.549988,363.200012,361.795288,26767800
11/9/2023,362.299988,364.790009,360.359985,360.690002,359.294983,24847300
11/10/2023,361.48999,370.100006,361.070007,369.670013,368.240265,28042100
11/13/2023,368.220001,368.470001,365.899994,366.679993,365.26181,19986500
11/14/2023,371.01001,371.950012,367.350006,370.269989,368.837921,27683900
11/15/2023,371.279999,373.130005,367.109985,369.670013,368.987671,26860100
11/16/2023,370.959991,376.350006,370.179993,376.170013,375.475677,27182300
11/17/2023,373.609985,374.369995,367,369.850006,369.167328,40157000
11/20/2023,371.220001,378.869995,371,377.440002,376.743317,52465100
11/21/2023,375.670013,376.220001,371.119995,373.070007,372.381378,28423100
11/22/2023,378,379.790009,374.970001,377.850006,377.152557,23345300
11/24/2023,377.329987,377.970001,375.140015,377.429993,376.733307,10176600
11/27/2023,376.779999,380.640015,376.200012,378.609985,377.911133,22179200
11/28/2023,378.350006,383,378.160004,382.700012,381.993622,20453100
11/29/2023,383.76001,384.299988,377.440002,378.850006,378.150696,28963400
11/30/2023,378.48999,380.089996,375.470001,378.910004,378.210602,30554400
12/1/2023,376.76001,378.160004,371.309998,374.51001,373.818726,33020400
12/4/2023,369.100006,369.519989,362.899994,369.140015,368.458649,32063300
12/5/2023,366.450012,373.079987,365.619995,372.519989,371.832367,23065000
12/6/2023,373.540009,374.179993,368.029999,368.799988,368.119232,21182100
12/7/2023,368.230011,371.450012,366.320007,370.950012,370.265289,23118900
12/8/2023,369.200012,374.459991,368.230011,374.230011,373.539246,20144800
12/11/2023,368.480011,371.600006,366.100006,371.299988,370.614624,27708800
12/12/2023,370.850006,374.420013,370.459991,374.380005,373.688965,24838300
12/13/2023,376.019989,377.640015,370.769989,374.369995,373.678955,30955500
12/14/2023,373.309998,373.76001,364.130005,365.929993,365.254547,43277500
12/15/2023,366.850006,372.399994,366.279999,370.730011,370.045715,78478200
12/18/2023,369.450012,373,368.679993,372.649994,371.962128,21802900
12/19/2023,371.48999,373.26001,369.839996,373.26001,372.571045,20603700
12/20/2023,375,376.029999,370.529999,370.619995,369.935883,26316700
12/21/2023,372.559998,374.410004,370.040009,373.540009,372.850525,17708000
12/22/2023,373.679993,375.179993,372.709991,374.579987,373.88858,17091100
12/26/2023,375,376.940002,373.5,374.660004,373.968445,12673100
12/27/2023,373.690002,375.059998,372.809998,374.070007,373.379547,14905400
12/28/2023,375.369995,376.459991,374.160004,375.279999,374.58728,14327000
12/29/2023,376,377.160004,373.480011,376.040009,375.345886,18723000
1/2/2024,373.859985,375.899994,366.769989,370.869995,370.185425,25258600
1/3/2024,369.01001,373.26001,368.51001,370.600006,369.915924,23083500
1/4/2024,370.670013,373.100006,367.170013,367.940002,367.260834,20901500
1/5/2024,368.970001,372.059998,366.5,367.75,367.071198,20987000
1/8/2024,369.299988,375.200012,369.01001,374.690002,373.998383,23134000
1/9/2024,372.01001,375.98999,371.190002,375.790009,375.096375,20830000
1/10/2024,376.369995,384.170013,376.320007,382.769989,382.063446,25514200
1/11/2024,386,390.679993,380.380005,384.630005,383.920044,27850800
1/12/2024,385.48999,388.679993,384.649994,388.470001,387.75296,21645700
1/16/2024,393.660004,394.029999,387.619995,390.269989,389.549622,27202300
1/17/2024,387.980011,390.109985,384.809998,389.470001,388.751099,22234100
1/18/2024,391.720001,393.98999,390.119995,393.869995,393.142975,23392100
1/19/2024,395.76001,398.670013,393.5,398.670013,397.934143,29272000
1/22/2024,400.019989,400.619995,393.589996,396.51001,395.778107,27016900
1/23/2024,395.75,399.380005,393.929993,398.899994,398.163696,20525900
1/24/2024,401.540009,405.630005,400.450012,402.559998,401.816925,24867000
1/25/2024,404.320007,407.01001,402.529999,404.869995,404.122681,21021200
1/26/2024,404.369995,406.170013,402.429993,403.929993,403.184418,17803300
1/29/2024,406.059998,409.980011,404.329987,409.720001,408.963715,24510200
1/30/2024,412.26001,413.049988,406.450012,408.589996,407.835815,33477600
1/31/2024,406.959991,415.320007,397.209991,397.579987,396.84613,47871100
2/1/2024,401.829987,408,401.799988,403.779999,403.034698,30657700
2/2/2024,403.809998,412.649994,403.559998,411.220001,410.460968,28245000
2/5/2024,409.899994,411.160004,403.98999,405.649994,404.901245,25352300
2/6/2024,405.880005,407.970001,402.910004,405.48999,404.741516,18382600
2/7/2024,407.440002,414.299988,407.399994,414.049988,413.285706,22340500
2/8/2024,414.049988,415.559998,412.529999,414.109985,413.345612,21225300
2/9/2024,415.25,420.820007,415.089996,420.549988,419.773712,22032800
2/12/2024,420.559998,420.73999,414.75,415.26001,414.4935,21202900
2/13/2024,404.940002,410.070007,403.390015,406.320007,405.570007,27824900
2/14/2024,408.070007,409.839996,404.570007,409.48999,409.48999,20401200
2/15/2024,408.140015,409.130005,404.290009,406.559998,406.559998,21825500
2/16/2024,407.959991,408.290009,403.440002,404.059998,404.059998,22281100
2/20/2024,403.23999,404.48999,398.01001,402.790009,402.790009,24307900
2/21/2024,400.170013,402.290009,397.220001,402.179993,402.179993,18631100
2/22/2024,410.190002,412.829987,408.570007,411.649994,411.649994,27009900
2/23/2024,415.670013,415.859985,408.970001,410.339996,410.339996,16295900
2/26/2024,411.459991,412.160004,407.359985,407.540009,407.540009,16193500
2/27/2024,407.98999,408.320007,403.850006,407.480011,407.480011,14835800
2/28/2024,408.179993,409.299988,405.320007,407.720001,407.720001,13183100
2/29/2024,408.640015,414.200012,405.920013,413.640015,413.640015,31947300
3/1/2024,411.269989,415.869995,410.880005,415.5,415.5,17800300
3/4/2024,413.440002,417.350006,412.320007,414.920013,414.920013,17596000
3/5/2024,413.959991,414.25,400.640015,402.649994,402.649994,26919200
3/6/2024,402.970001,405.160004,398.390015,402.089996,402.089996,22344100
3/7/2024,406.119995,409.779999,402.23999,409.140015,409.140015,18718500
3/8/2024,407.959991,410.420013,404.329987,406.220001,406.220001,17971700
3/11/2024,403.76001,405.679993,401.26001,404.519989,404.519989,16120800
3/12/2024,407.619995,415.570007,406.790009,415.279999,415.279999,22457000
3/13/2024,418.100006,418.179993,411.450012,415.100006,415.100006,17115900
3/14/2024,420.23999,427.820007,417.98999,425.220001,425.220001,34157300
3/15/2024,419.290009,422.600006,412.790009,416.420013,416.420013,45049800
3/18/2024,414.25,420.730011,413.779999,417.320007,417.320007,20106000
3/19/2024,417.829987,421.670013,415.549988,421.410004,421.410004,19837900
3/20/2024,422,425.959991,420.660004,425.230011,425.230011,17860100
3/21/2024,429.829987,430.820007,427.160004,429.369995,429.369995,21296200
3/22/2024,429.700012,429.859985,426.070007,428.73999,428.73999,17636500
3/25/2024,425.23999,427.410004,421.609985,422.859985,422.859985,18060500
3/26/2024,425.609985,425.98999,421.350006,421.649994,421.649994,16725600
3/27/2024,424.440002,424.450012,419.01001,421.429993,421.429993,16705000
3/28/2024,420.959991,421.869995,419.119995,420.720001,420.720001,21871200
4/1/2024,423.950012,427.890015,422.220001,424.570007,424.570007,16316000
4/2/2024,420.109985,422.380005,417.839996,421.440002,421.440002,17912000
4/3/2024,419.730011,423.26001,419.089996,420.450012,420.450012,16502300
4/4/2024,424.98999,428.670013,417.570007,417.880005,417.880005,19370900
4/5/2024,420.01001,426.51001,418.320007,425.519989,425.519989,16544300
4/8/2024,425.170013,427.279999,423.299988,424.589996,424.589996,14272400
4/9/2024,426.440002,427.73999,421.619995,426.279999,426.279999,12512300
4/10/2024,422.190002,424.029999,419.700012,423.26001,423.26001,16216600
4/11/2024,425.820007,429.369995,422.359985,427.929993,427.929993,17966400
4/12/2024,424.049988,425.179993,419.769989,421.899994,421.899994,19232100
